iter	Logloss
796	0.0007335068341
797	0.0007331738176
798	0.0007330236833
799	0.0007328993016
800	0.0007324872429
801	0.0007287880971
802	0.00072845961
803	0.0007280280299
804	0.0007276799558
805	0.0007275764099
806	0.0007273616262
807	0.0007272142986
808	0.0007198829333
809	0.0007196028001
810	0.0007194904914
811	0.0007191718042
812	0.0007188680792
813	0.0007175458507
814	0.0007172172493
815	0.0007158782088
816	0.0007155719523
817	0.0007152746532
818	0.0007140847584
819	0.000705958091
820	0.0007019139674
821	0.0007018196223
822	0.0007016179341
823	0.0007015303557
824	0.0007013169352
825	0.0007012018179
826	0.0007000599889
827	0.000699949238
828	0.000699817554
829	0.0006995132279
830	0.0006992317947
831	0.0006987330339
832	0.0006972188198
833	0.0006963808937
834	0.0006960817933
835	0.0006958822958
836	0.0006956234066
837	0.0006952879073
838	0.0006877560839
839	0.0006877238735
840	0.0006875240838
841	0.0006864465464
842	0.0006862226424
843	0.000683654423
844	0.0006825029063
845	0.0006822708874
846	0.0006821019619
847	0.0006819645822
848	0.0006807959932
849	0.0006794421047
850	0.0006740020738
851	0.0006739148849
852	0.00067255311
853	0.0006722147067
854	0.0006717421049
855	0.0006644345112
856	0.0006642351747
857	0.0006640555224
858	0.0006638445846
859	0.0006635732328
860	0.0006625746085
861	0.0006625321093
862	0.0006624962309
863	0.0006615396844
864	0.0006613697853
865	0.0006603928898
866	0.0006602490628
867	0.0006597067975
868	0.0006595275833
869	0.0006593143194
870	0.0006592426112
871	0.0006588083219
872	0.0006586286209
873	0.0006584584148
874	0.0006583919474
875	0.0006503991927
876	0.000649300299
877	0.0006490361184
878	0.00064776556
879	0.0006476300302
880	0.000647405997
881	0.0006452070133
882	0.0006451570172
883	0.0006451006438
884	0.0006448382495
885	0.0006445705638
886	0.0006436809059
887	0.000643456532
888	0.0006430261858
889	0.0006428438242
890	0.0006381605275
891	0.0006381474808
892	0.0006380960729
893	0.0006378808343
894	0.0006304137445
895	0.0006290016159
896	0.0006287894929
897	0.000628557476
898	0.0006283097667
899	0.0006282353811
900	0.000627239614
901	0.0006260698884
902	0.0006231008914
903	0.0006230396011
904	0.0006227781804
905	0.0006226063341
906	0.000622346664
907	0.0006220999114
908	0.0006212574917
909	0.000621205836
910	0.0006209382308
911	0.000620767066
912	0.000620525734
913	0.0006204924357
914	0.0006142025984
915	0.0006140513275
916	0.0006109915671
917	0.0006106449684
918	0.0006105904449
919	0.0006103635395
920	0.0006101285043
921	0.0006099547912
922	0.0006097357236
923	0.0006095622051
924	0.0006093137338
925	0.0006091465927
926	0.000608994365
927	0.0006085703262
928	0.000607596597
929	0.000607344409
930	0.0006073074596
931	0.0006066015264
932	0.0006055572068
933	0.0006055083135
934	0.000605392159
935	0.0006051773098
936	0.0005992115952
937	0.0005991659317
938	0.0005991362359
939	0.0005987771429
940	0.0005970457935
941	0.0005968301992
942	0.0005960008073
943	0.0005959402154
944	0.0005957731717
945	0.0005955746265
946	0.0005951790559
947	0.0005950933762
948	0.0005947532521
949	0.0005934532712
950	0.0005926998565
951	0.0005924836442
952	0.0005917089069
953	0.0005913786503
954	0.0005854059087
955	0.0005853448132
956	0.0005845436586
957	0.0005843599676
958	0.0005842267408
959	0.0005836990312
960	0.0005836082886
961	0.000583490917
962	0.0005832091117
963	0.0005830801708
964	0.0005830451686
965	0.0005822054919
966	0.0005813162553
967	0.0005757601465
968	0.00057567166
969	0.0005755033992
970	0.0005754094436
971	0.0005750614668
972	0.0005746598429
973	0.0005746245636
974	0.0005736561874
975	0.0005736218668
976	0.0005735221836
977	0.0005732777846
978	0.0005730237149
979	0.0005676586032
980	0.0005676135239
981	0.0005675712682
982	0.0005675375318
983	0.0005673884853
984	0.0005630494207
985	0.0005628900031
986	0.0005627362832
987	0.0005623344158
988	0.000562226569
989	0.0005613143696
990	0.0005611501812
991	0.0005609777294
992	0.0005607709127
993	0.0005606271238
994	0.0005605204136
995	0.0005604794236
996	0.0005602765183
997	0.0005601297048
998	0.0005599762433
999	0.0005532970647
